feature,shap_importance
Gamma-hydroxybutyrate_dehydrogenase_(NADH),0.1334184965279264
Phosphoglycerate_mutase,0.1314994158168589
(FeFe)-hydrogenase-_cytoplasm,0.1312914600262878
D_galactose_transport_via_proton_symport,0.1281298992322513
Lactate_CoA_transferase_(acetyl-CoA),0.1226391001621866
complex_Electron_Bifurcating_Acyl-CoA_Dehydrogenase_(C4),0.12209843743922717
complex_Electron_Bifurcating_Acyl-CoA_Dehydrogenase_(C8),0.12209843743922717
complex_Electron_Bifurcating_Acyl-CoA_Dehydrogenase_(C6),0.12209843743922717
complex_Electron_Bifurcating_Acyl-CoA_dehydrogenase_(pentanoyl-CoA),0.12209843743922717
complex_Electron_Bifurcating_Acyl-CoA_dehydrogenase_(heptanoyl-CoA),0.12209843743922717
Acyl-CoA_dehydrogenase_(heptanoyl-CoA),0.11890287220760054
Acyl-CoA_dehydrogenase_(butanoyl-CoA),0.11890287220760054
Acyl-CoA_dehydrogenase_(hexanoyl-CoA),0.11890287220760054
Acyl-CoA_dehydrogenase_(octanoyl-CoA),0.11890287220760054
Acyl-CoA_dehydrogenase_(pentanoyl-CoA),0.11890287220760054
Sedoheptulose_1-7-bisphosphate_aldolase,0.11751142714795657
Aconitate_hydratase,0.11664151614029562
Malic_Enzyme_(NAD),0.11598623172500147
Acetyl-CoA_carboxylase,0.11049160970983893
Glycerol_kinase,0.11043835111639838
Dihydroxyacetone_kinase,0.1090507308198089
complex_Ferredoxin-NAD_oxidoreductase_(2_protons_translocated),0.10868243403957967
Lactose-galactose_antiporter,0.10744177311629813
Propanoyl-CoA-_succinate_CoA-transferase,0.10727679027118758
Phosphogluconate_dehydrogenase_(NAD),0.10446703126350154
Glycerol-3-phosphate_dehydrogenase_(NADP),0.10346242052736634
Glycerol-3-phosphate_dehydrogenase_(NAD),0.10346242052736634
Phosphogluconate_dehydrogenase,0.10148716650844758
D-glucose_transport_via_PEP-Pyr_PTS,0.09817163606038277
Acetate_kinase,0.09080422683990833
Transketolase_2,0.09079932515668976
Formate-tetrahydrofolate_ligase,0.09018471967181654
4-hydroxybutanoyl-CoA_dehydratase,0.08366228555933325
Arabino-3-hexulose-6-P_Isomerase,0.0809806421897685
Alcohol_dehydrogenase_(ethanol),0.08027528436361131
Glyceraldehyde-3-phosphate_dehydrogenase,0.0782503643000355
Lactose_transport_via_PEP-Pyr_PTS,0.07481647202816605
Lactoylglutathione_lyase,0.06902601976055843
Succinyl-CoA-acetate_CoA_transferase,0.06638202468383952
Propionate_CoA_Transferase,0.06638202468383952
3-hexulose-6-phosphate_synthase,0.06633757701374754
Aspartate_transaminase,0.055195439461202256
Acetyl-CoA_synthase,0.054221913154941126
Acetyl-CoA_synthetase,0.054221913154941126
Inorganic_diphosphatase,0.05272519493226867
Hexokinase_(D-glucose-ATP),0.05102375491282986
Fumarase,0.047327960353350455
Xylose_isomerase,0.04035681351333984
D-lactate_dehydrogenase,0.03870188064740922
Aldehyde_dehydrogenase_formaldehyde_NAD,0.029943945193958897
Malic_enzyme_(NADP),0.025335133485452056
Succinate_Coa_ligase_ADP_forming,0.02423406464593482
Pyruvate_kinase,0.023595411265068006
Phosphoenolpyruvate_synthase,0.023392279176053216
Lactoyl_CoA_dehydratase,0.02331344339590618
Carbon_monoxide_dehydrogenase_acetyl-CoA_synthase_2,0.0225943850677326
Phosphoglycerate_kinase,0.018966866905350484
ATP_Citrate_Lyase,0.018687779433794408
Transaldolase,0.016732389968089484
complex_ATP_Synthase,0.014933184875702013
Phosphoenolpyruvate_carboxylase,0.014854398142443773
Enolase,0.013553018756460991
Methylmalonyl-CoA_mutase,0.011045206221975003
2-oxoglutarate_ferredoxin_oxidoreductase,0.00990922515508098
6-phosphogluconolactonase,0.008897418372669216
Acryloyl-CoA_reductase,0.008570965374695642
Hydroxyacylglutathione_hydrolase,0.008221583975539983
complex_Acyl-CoA_Hydrolase_(C4-0),0.006907626015218024
complex_Acyl-CoA_Hydrolase_(C8-0),0.006907626015218024
complex_Acyl-CoA_Hydrolase_(C5-0),0.006907626015218024
complex_Acyl-CoA_Hydrolase_(C7-0),0.006907626015218024
complex_Acyl-CoA_Hydrolase_(C6-0),0.006907626015218024
Fructose-bisphosphate_aldolase,0.004817019430048881
Pyruvate_decarboxylase,0.004692756515711482
Lactose_transport_via_proton_symport,0.00311038126832005
Ferredoxin---NADP+_reductase,0.003108919553287715
2-Oxoglutarate_dehydrogenase,0.003108919553287715
FMN_reductase,0.003108919553287715
Methylmalonyl-CoA_epimerase,0.0021580243648138576
Glucose_6_phosphate_isomerase,0.0004687477151639255
Oxaloacetate_decarboxylase,0.00035485335177066216
Propionyl-CoA_carboxylase,0.0
