feature,mean_importance
3-hydroxyacyl-CoA_dehydrogenase_(3-oxooctanoyl-CoA),0.0034747619160454767
3-hydroxyacyl-CoA_dehydratase_(3-hydroxyhexanoyl-CoA),0.0035434573137237023
Acyl-CoA_dehydrogenase_(pentanoyl-CoA),0.0035651684406468485
6-phospho-beta-galactosidase,0.0036780357439990586
Acyl-CoA_dehydrogenase_(octanoyl-CoA),0.0038901087384925646
complex_CoA_Transferase_(C6-0-C2-0),0.003990735601862039
complex_CoA_Transferase_(C7-0-C2-0),0.004050785979827637
Lactose-galactose_antiporter,0.004210831401332988
Citrate_synthase,0.004244957313474429
Phosphogluconate_dehydrogenase,0.004314520263708205
Alcohol_dehydrogenase_(ethanol),0.004325182092584351
Acetyl-CoA_carboxylase,0.004784930003514931
Ribose-5-phosphate_isomerase,0.004999574496235282
Transketolase_1,0.005058825824679392
Glucose-6-phosphate_isomerase,0.005380145783767787
UDPglucose--hexose-1-phosphate_uridylyltransferase,0.0054519322820069886
Acetyl-CoA_C-acetyltransferase,0.005539012149516303
Tagatose-6-phosphate_kinase,0.005767723915437006
Aspartate_transaminase,0.006057642925026363
Phosphopentomutase,0.006136497987792905
Ribokinase,0.006266628785928441
B-galactosidase,0.0063244575004113126
3-hydroxyacyl-CoA_dehydratase_(3-hydroxypentanoyl-CoA),0.006482270217366237
complex_Electron_Bifurcating_Acyl-CoA_Dehydrogenase_(C8),0.00648935073235839
complex_Electron_Bifurcating_Acyl-CoA_Dehydrogenase_(C6),0.0066249010692397805
Phosphoketolase_(fructose-6-phosphate_utilizing),0.006664335488069745
complex_Electron_Bifurcating_Acyl-CoA_dehydrogenase_(heptanoyl-CoA),0.006894692021121413
CoA_Transferase_(C8-0-C2-0),0.007020343421090175
Methyltetrahydrofolate-corrinoid/iron-sulfur_protein_methyltransferase_(MeTr),0.007129610697397643
Phosphogluconate_dehydrogenase_(NAD),0.007232341072320919
complex_Electron_Bifurcating_Acyl-CoA_Dehydrogenase_(C4),0.007376698807560039
Acetyl-CoA_C-acyltransferase_(3-oxovaleryl-CoA),0.00747896602280233
complex_Electron_Bifurcating_Acyl-CoA_dehydrogenase_(pentanoyl-CoA),0.007541226615885882
3-hydroxyacyl-CoA_dehydrogenase_(3-oxovaleryl-CoA),0.007548092315996758
Aconitate_hydratase,0.007626507214388745
3-hydroxyacyl-CoA_dehydrogenase_(3-oxohexanoyl-CoA),0.007627745529389785
Electron_bifurcating_lactate_dehydrogenase,0.007628041006379677
Glucose_6-phosphate_dehydrogenase,0.007968366856786225
Aldose_1-epimerase,0.008651833815290843
Acyl-CoA_dehydrogenase_(butanoyl-CoA),0.008727367516464996
Pyruvate_formate_lyase,0.008997136371124153
3-hydroxyacyl-CoA_dehydrogenase_(acetoacetyl-CoA),0.009135612395103087
Galactose-6-phosphate_isomerase,0.009186819248472266
Phosphoketolase_(xylulose-5-phosphate_utilizing),0.009373502822992975
complex_Hydroxy-Acyl-CoA_Thioesterase,0.009405993220701648
Acyl-CoA_dehydrogenase_(hexanoyl-CoA),0.01024246006709698
Acyl-CoA_dehydrogenase_(heptanoyl-CoA),0.010263428619640507
Malate_dehydrogenase,0.010765311824827872
Propanoyl-CoA-_succinate_CoA-transferase,0.010927468753110337
D-xylose_transport_via_ABC_system,0.01096245897316292
Xylulokinase,0.011794770247941205
Succinate-semialdehyde_dehydrogenase_(NAD),0.014536040801931294
Deoxyribose-phosphate_aldolase,0.016083344433864166
Isocitrate_dehydrogenase_(NAD),0.016268139045126077
Isocitrate_dehydrogenase_(NADP),0.0165107423009843
L-lactate_dehydrogenase,0.017033354198580652
Phosphoglucomutase,0.019841454385398964
Tagatose-bisphosphate_aldolase,0.021909282737570417
complex_Pyruvate_flavodoxin_oxidoreductase,0.023894366281183615
