feature,shap_importance
Succinyl-CoA-acetate_CoA_transferase,0.02938795901307293
Lactate_racemase,0.028653793792754127
Citrate_synthase,0.021620632038491638
3-hydroxyacyl-CoA_dehydrogenase_(3-oxohexanoyl-CoA),0.020819348666590062
3-hydroxyacyl-CoA_dehydratase_(3-hydroxyhexanoyl-CoA),0.020620111635156244
3-hexulose-6-phosphate_synthase,0.019880168206757632
6-phospho-beta-galactosidase,0.017190198430472477
Deoxyribokinase,0.016833967137301346
Aldose_1-epimerase,0.01539617282338202
complex_Hydroxy-Acyl-CoA_Thioesterase,0.015096233107395819
Phosphogluconate_dehydrogenase,0.013354663239352327
Transketolase_2,0.01155098418619028
Phosphogluconate_dehydrogenase_(NAD),0.009977239203648847
Acetyl-CoA_C-acetyltransferase,0.005442577140841735
Galactose-6-phosphate_isomerase,0.0047493363160576825
6-phosphogluconate_dehydratase,0.004017983543992594
ATP_Citrate_Lyase,0.0027146846242630104
Fumarase,0.0023056103731254685
Galactokinase,0.0019166180643836058
Aldehyde_dehydrogenase_(acetaldehyde-_NAD),0.0007338504113131874
complex_Electron_Bifurcating_Acyl-CoA_Dehydrogenase_(C8),0.000581469005291078
complex_Electron_Bifurcating_Acyl-CoA_Dehydrogenase_(C6),0.0005383226900919209
Sedoheptulose_1-7-bisphosphate_aldolase,0.00012146475129465241
Malic_Enzyme_(NAD),8.987376971080456e-05
Acyl-CoA_dehydrogenase_(hexanoyl-CoA),6.861325403358228e-05
Phosphoenolpyruvate_synthase,2.0206430186019584e-05
Ribokinase,1.781227523615558e-05
Glycerol-3-phosphate_dehydrogenase_(NAD),0.0
Glucose_6_phosphate_isomerase,0.0
2-oxoglutarate_ferredoxin_oxidoreductase,0.0
Xylose_isomerase,0.0
Acyl-CoA_dehydrogenase_(pentanoyl-CoA),0.0
Carbon_monoxide_dehydrogenase_acetyl-CoA_synthase_2,0.0
Aldehyde_dehydrogenase_formaldehyde_NAD,0.0
Methylmalonyl-CoA_epimerase,0.0
Acyl-CoA_dehydrogenase_(octanoyl-CoA),0.0
Lactose_transport_via_PEP-Pyr_PTS,0.0
Acryloyl-CoA_reductase,0.0
UDPglucose--hexose-1-phosphate_uridylyltransferase,0.0
complex_Electron_Bifurcating_Acyl-CoA_dehydrogenase_(heptanoyl-CoA),0.0
complex_ATP_Synthase,0.0
Pyruvate_decarboxylase,0.0
2-Oxoglutarate_dehydrogenase,0.0
Glyceraldehyde-3-phosphate_dehydrogenase,0.0
6-phosphogluconolactonase,0.0
L-lactate_dehydrogenase,0.0
Hexokinase_(D-glucose-ATP),0.0
Propionyl-CoA_carboxylase,0.0
3-hydroxyacyl-CoA_dehydratase_(3-hydroxybutanoyl-CoA),0.0
Glycerol-3-phosphate_dehydrogenase_(NADP),0.0
complex_Electron_Bifurcating_Acyl-CoA_dehydrogenase_(pentanoyl-CoA),0.0
Formate-tetrahydrofolate_ligase,0.0
Succinate_Coa_ligase_ADP_forming,0.0
Acetyl-CoA_synthetase,0.0
Methylmalonyl-CoA_mutase,0.0
3-hydroxyacyl-CoA_dehydratase_(3-hydroxypentanoyl-CoA),0.0
Acyl-CoA_dehydrogenase_(heptanoyl-CoA),0.0
Lactoyl_CoA_dehydratase,0.0
Pyruvate_kinase,0.0
3-hydroxyacyl-CoA_dehydrogenase_(3-oxovaleryl-CoA),0.0
Phosphoglycerate_kinase,0.0
Acetate_kinase,0.0
3-hydroxyacyl-CoA_dehydrogenase_(3-oxooctanoyl-CoA),0.0
D-lactate_dehydrogenase,0.0
complex_CoA_Transferase_(C7-0-C2-0),0.0
CoA_Transferase_(C8-0-C2-0),0.0
Ferredoxin---NADP+_reductase,0.0
complex_Acyl-CoA_Hydrolase_(C7-0),0.0
complex_Acyl-CoA_Hydrolase_(C8-0),0.0
complex_Acyl-CoA_Hydrolase_(C4-0),0.0
complex_Acyl-CoA_Hydrolase_(C5-0),0.0
Hydroxyacylglutathione_hydrolase,0.0
Glycerol_kinase,0.0
Aconitate_hydratase,0.0
Inorganic_diphosphatase,0.0
Oxaloacetate_decarboxylase,0.0
Phosphoenolpyruvate_carboxylase,0.0
Fructose-bisphosphate_aldolase,0.0
Acetyl-CoA_C-acyltransferase_(3-oxoheptanoyl-CoA),0.0
Butanoyl-CoA-acetyl-CoA_C-butanoyltransferase,0.0
Acetyl-CoA_synthase,0.0
Transaldolase,0.0
Enolase,0.0
Lactose_transport_via_proton_symport,0.0
Malic_enzyme_(NADP),0.0
FMN_reductase,0.0
3-hydroxyacyl-CoA_dehydratase_(3-hydroxyoctanoyl-CoA),0.0
complex_Acyl-CoA_Hydrolase_(C6-0),0.0
