feature,mean_importance
Xylose_isomerase,-1.1102230246251566e-17
Butanoyl-CoA-acetyl-CoA_C-butanoyltransferase,-1.1102230246251566e-17
Glucose_6_phosphate_isomerase,-1.1102230246251566e-17
ATP_Citrate_Lyase,-1.1102230246251566e-17
NAD(P)_transhydrogenase,-1.1102230246251566e-17
NAD_kinase,-1.1102230246251566e-17
3-hydroxyacyl-CoA_dehydratase_(3-hydroxyhexanoyl-CoA),-1.1102230246251566e-17
complex_Acyl-CoA_Hydrolase_(C4-0),-1.1102230246251566e-17
3-hydroxyacyl-CoA_dehydratase_(3-hydroxyoctanoyl-CoA),-1.1102230246251566e-17
Lactoyl_CoA_dehydratase,-1.1102230246251566e-17
3-hydroxyacyl-CoA_dehydratase_(3-hydroxybutanoyl-CoA),-1.1102230246251566e-17
Lactoylglutathione_lyase,-1.1102230246251566e-17
Propionate_CoA_Transferase,-1.1102230246251566e-17
Aldose_1-epimerase,-1.1102230246251566e-17
Galactose-6-phosphate_isomerase,-1.1102230246251566e-17
Acetate_kinase,-1.1102230246251566e-17
Phosphofructokinase,-1.1102230246251566e-17
Hexanoyl-CoA-acetyl-CoA_C-acyltransferase,-1.1102230246251566e-17
Pyruvate_decarboxylase,-1.1102230246251566e-17
Glycerol_kinase,-1.1102230246251566e-17
Dihydroxyacetone_kinase,-1.1102230246251566e-17
Arabino-3-hexulose-6-P_Isomerase,-1.1102230246251566e-17
Glucose-6-phosphate_isomerase,-1.1102230246251566e-17
Deoxyribose-phosphate_aldolase,-1.1102230246251566e-17
Transketolase_1,-1.1102230246251566e-17
Phosphogluconate_dehydrogenase,-1.1102230246251566e-17
Pyruvate_carboxylase,-1.1102230246251566e-17
Acetyl-CoA_carboxylase,-1.1102230246251566e-17
Malic_enzyme_(NADP),-1.1102230246251566e-17
Transketolase_2,-1.1102230246251566e-17
Malate_dehydrogenase,-1.1102230246251566e-17
Gamma-hydroxybutyrate_dehydrogenase_(NADH),-1.1102230246251566e-17
Phosphogluconate_dehydrogenase_(NAD),-1.1102230246251566e-17
3-hydroxyacyl-CoA_dehydrogenase_(3-oxohexanoyl-CoA),-1.1102230246251566e-17
3-hydroxybutyryl-CoA_dehydrogenase_(NADP),-1.1102230246251566e-17
Lactose_transport_via_PEP-Pyr_PTS,-1.1102230246251566e-17
complex_Hydroxy-Acyl-CoA_Thioesterase,-1.1102230246251566e-17
6-phosphogluconate_dehydratase,-1.1102230246251566e-17
2-dehydro-3-deoxy-phosphogluconate_aldolase,-1.1102230246251566e-17
3-hydroxyacyl-CoA_dehydrogenase_(3-oxovaleryl-CoA),-1.1102230246251566e-17
Glycerol-3-phosphate_dehydrogenase_(NAD),-1.1102230246251566e-17
Malic_Enzyme_(NAD),-1.1102230246251566e-17
(FeFe)-hydrogenase-_cytoplasm,-1.1102230246251566e-17
Formate-tetrahydrofolate_ligase,-1.1102230246251566e-17
FMN_reductase,-1.1102230246251566e-17
Sedoheptulose_1-7-bisphosphate_aldolase,-1.1102230246251566e-17
Acyl-CoA_dehydrogenase_(octanoyl-CoA),-1.1102230246251566e-17
Acyl-CoA_dehydrogenase_(butanoyl-CoA),-1.1102230246251566e-17
Electron_bifurcating_lactate_dehydrogenase,-1.1102230246251566e-17
5-10-methylenetetrahydrofolate_reductase_(NADH),-1.1102230246251566e-17
Succinate-semialdehyde_dehydrogenase_(NADP),-1.1102230246251566e-17
Aldehyde_dehydrogenase_formaldehyde_NAD,-1.1102230246251566e-17
Succinate_Coa_ligase_ADP_forming,-1.1102230246251566e-17
Glyceraldehyde-3-phosphate_dehydrogenase,-1.1102230246251566e-17
Ferredoxin---NADP+_reductase,-1.1102230246251566e-17
Phosphopentomutase,-1.1102230246251566e-17
3-hydroxyacyl-CoA_dehydratase_(3-hydroxyheptanoyl-CoA),0.0
3-hexulose-6-phosphate_synthase,0.0
Enolase,0.0
4-hydroxybutanoyl-CoA_dehydratase,0.0
Tagatose-bisphosphate_aldolase,0.0
Hexokinase_(D-glucose-ATP),0.0
Phosphoglycerate_mutase,0.0
L-lactate_dehydrogenase,0.0
Fumarase,0.0
Aconitate_hydratase,0.0
D-xylose_transport_via_ABC_system,0.0
complex_ATP_Synthase,0.0
Methylglyoxal_synthase,0.0
Phosphoglucomutase,0.0
6-phosphogluconolactonase,0.0
complex_Electron_Bifurcating_Acyl-CoA_Dehydrogenase_(C4),0.0
Pyruvate_kinase,0.0
Fructose-bisphosphate_aldolase,0.0
Acetyl-CoA_C-acyltransferase_(3-oxovaleryl-CoA),0.0
Transaldolase,0.0
Acyl-CoA_dehydrogenase_(heptanoyl-CoA),0.0
Acyl-CoA_dehydrogenase_(hexanoyl-CoA),0.0
Carbon_monoxide_dehydrogenase_acetyl-CoA_synthase_2,0.0
2-oxoglutarate_ferredoxin_oxidoreductase,0.0
Aldehyde_dehydrogenase_(acetaldehyde-_NAD),0.0
Glycerol-3-phosphate_dehydrogenase_(NADP),0.0
Glucose_6-phosphate_dehydrogenase,0.0
3-hydroxyacyl-CoA_dehydrogenase_(acetoacetyl-CoA),0.0
D_galactose_transport_via_proton_symport,0.0
Lactose_transport_via_proton_symport,0.0
complex_Ferredoxin-NAD_oxidoreductase_(2_protons_translocated),0.0
complex_Electron_Bifurcating_Acyl-CoA_Dehydrogenase_(C8),0.0
complex_Electron_Bifurcating_Acyl-CoA_Dehydrogenase_(C6),0.0
Deoxyribokinase,0.0
Ribokinase,0.0
Acetyl-CoA_synthase,0.0
D-glucose_transport_via_PEP-Pyr_PTS,0.0
Oxaloacetate_decarboxylase,0.0
Inorganic_diphosphatase,0.0
6-phospho-beta-galactosidase,0.0
Hydroxyacylglutathione_hydrolase,0.0
complex_Acyl-CoA_Hydrolase_(C8-0),0.0
Phosphoglycerate_kinase,0.0
complex_Acyl-CoA_Hydrolase_(C6-0),0.0
complex_Acyl-CoA_Hydrolase_(C7-0),0.0
Propanoyl-CoA-_succinate_CoA-transferase,0.0
Phosphoenolpyruvate_synthase,0.0
Lactate_CoA_transferase_(acetyl-CoA),0.0
B-galactosidase,0.00038741165219721154
Phosphoketolase_(xylulose-5-phosphate_utilizing),0.016378805906292704
Phosphoketolase_(fructose-6-phosphate_utilizing),0.01637880590629277
complex_CoA_Transferase_(C5-0-C2-0),0.05114219712490485
complex_CoA_Transferase_(C7-0-C2-0),0.06925463877060564
4-hydroxybutyrate_coenzyme_a_transferase,0.06925463877060564
Isocitrate_dehydrogenase_(NAD),0.07285402615431233
complex_CoA_Transferase_(C4-0-C2-0),0.07924191261061894
complex_CoA_Transferase_(C6-0-C2-0),0.07976570163932634
CoA_Transferase_(C8-0-C2-0),0.08702598355406506
Isocitrate_dehydrogenase_(NADP),0.10686136139702063
complex_Pyruvate_flavodoxin_oxidoreductase,0.7133511059922604
